5
11
388
939
1299
1398
2318
2388
2628
3968
3988
2
3
6
1038
2688
12
16
17
101
688
823
960
1109
1113
1997
2007
6098
1
27
66
175
241
267
288
291
316
386
669
700
762
857
868
881
883
941
968
981
992
1044
1088
1093
1177
1211
1378
1810
1876
1928
1929
2020
2269
2313
2319
2331
2382
3690
3692
6862
9618
9633
9888
9988
9999
